"coc.state","coc.number","ec.geocode","ec.name","d.grantee.type","d.esg.coterm","d.esg.bounce","d.grantee.metro","d.grantee.urban","d.grantee.nonec"
"ga","ga-501","139243","randolph county","non-ec",0,1,0,0,1
"ga","ga-501","139247","rockdale county","non-ec",0,1,0,0,1
"ga","ga-501","139249","schley county","non-ec",0,1,0,0,1
"ga","ga-501","139251","screven county","non-ec",0,1,0,0,1
"ga","ga-501","139253","seminole county","non-ec",0,1,0,0,1
"ga","ga-501","139255","spalding county","non-ec",0,1,0,0,1
"ga","ga-501","139257","stephens county","non-ec",0,1,0,0,1
"ga","ga-501","139259","stewart county","non-ec",0,1,0,0,1
"ga","ga-501","139261","sumter county","non-ec",0,1,0,0,1
"ga","ga-501","139263","talbot county","non-ec",0,1,0,0,1
"ga","ga-501","139265","taliaferro county","non-ec",0,1,0,0,1
"ga","ga-501","139267","tattnall county","non-ec",0,1,0,0,1
"ga","ga-501","139269","taylor county","non-ec",0,1,0,0,1
"ga","ga-501","139271","telfair county","non-ec",0,1,0,0,1
"ga","ga-501","139273","terrell county","non-ec",0,1,0,0,1
"ga","ga-501","139275","thomas county","non-ec",0,1,0,0,1
"ga","ga-501","139277","tift county","non-ec",0,1,0,0,1
"ga","ga-501","139279","toombs county","non-ec",0,1,0,0,1
"ga","ga-501","139281","towns county","non-ec",0,1,0,0,1
"ga","ga-501","139283","treutlen county","non-ec",0,1,0,0,1
"ga","ga-501","139285","troup county","non-ec",0,1,0,0,1
"ga","ga-501","139287","turner county","non-ec",0,1,0,0,1
"ga","ga-501","139289","twiggs county","non-ec",0,1,0,0,1
"ga","ga-501","139291","union county","non-ec",0,1,0,0,1
"ga","ga-501","139293","upson county","non-ec",0,1,0,0,1
"ga","ga-501","139295","walker county","non-ec",0,1,0,0,1
"ga","ga-501","139297","walton county","non-ec",0,1,0,0,1
"ga","ga-501","139299","ware county","non-ec",0,1,0,0,1
"ga","ga-501","139301","warren county","non-ec",0,1,0,0,1
"ga","ga-501","139303","washington county","non-ec",0,1,0,0,1
"ga","ga-501","139305","wayne county","non-ec",0,1,0,0,1
"ga","ga-501","139307","webster county","non-ec",0,1,0,0,1
"ga","ga-501","139309","wheeler county","non-ec",0,1,0,0,1
"ga","ga-501","139311","white county","non-ec",0,1,0,0,1
"ga","ga-501","139313","whitfield county","non-ec",0,1,0,0,1
"ga","ga-501","139315","wilcox county","non-ec",0,1,0,0,1
"ga","ga-501","139317","wilkes county","non-ec",0,1,0,0,1
"ga","ga-501","139319","wilkinson county","non-ec",0,1,0,0,1
"ga","ga-501","139321","worth county","non-ec",0,1,0,0,1
"ga","ga-502","139121","fulton county","urban",1,0,0,1,0
"ga","ga-502","132832","roswell","metro",0,1,1,0,0
"ga","ga-502","132890","sandy springs city","metro",0,1,1,0,0
"ga","ga-502","133020","south fulton","metro",0,1,1,0,0
"ga","ga-503","130168","athens-clarke county","metro",0,1,1,0,0
"ga","ga-504","130192","augusta-richmond county","metro",1,0,1,0,0
"ga","ga-505","130750","columbus-muscogee county","metro",1,0,1,0,0
"ga","ga-505","019113","russell county","non-ec",0,1,0,0,1
"ga","ga-506","139067","cobb county","urban",1,0,0,1,0
"ga","ga-506","131998","marietta","metro",0,1,1,0,0
"ga","ga-506","133000","smyrna city","metro",0,1,1,0,0
"ga","ga-507","132916","savannah","metro",1,0,1,0,0
"ga","ga-507","139051","chatham county","non-ec",0,1,0,0,1
"ga","ga-508","139089","dekalb county","urban",1,0,0,1,0
"ga","ga-508","130422","brookhaven","metro",0,1,1,0,0
"gu","gu-500","660001","guam","metro",1,0,1,0,0
"hi","hi-500","159001","hawaii county","non-ec",0,1,0,0,1
"hi","hi-500","159007","kauai county","non-ec",0,1,0,0,1
"hi","hi-500","159009","maui county","non-ec",0,1,0,0,1
"hi","hi-501","150144","honolulu","metro",1,0,1,0,0
"id","id-500","160102","boise","metro",0,1,1,0,0
"id","id-500","160684","meridian","metro",0,1,1,0,0
"id","id-500","169001","ada county","non-ec",0,1,0,0,1
"id","id-501","160138","caldwell city","metro",0,1,1,0,0
"id","id-501","160198","coeur d'alene","metro",0,1,1,0,0
"id","id-501","160510","idaho falls","metro",0,1,1,0,0
"id","id-501","160618","lewiston","metro",0,1,1,0,0
"id","id-501","160762","nampa","metro",0,1,1,0,0
"id","id-501","160906","pocatello","metro",0,1,1,0,0
"id","id-501","161128","twin falls","metro",0,1,1,0,0
"id","id-501","169003","adams county","non-ec",0,1,0,0,1
"id","id-501","169005","bannock county","non-ec",0,1,0,0,1
"id","id-501","169007","bear lake county","non-ec",0,1,0,0,1
"id","id-501","169009","benewah county","non-ec",0,1,0,0,1
"id","id-501","169011","bingham county","non-ec",0,1,0,0,1
"id","id-501","169013","blaine county","non-ec",0,1,0,0,1
"id","id-501","169015","boise county","non-ec",0,1,0,0,1
"id","id-501","169017","bonner county","non-ec",0,1,0,0,1
"id","id-501","169019","bonneville county","non-ec",0,1,0,0,1
"id","id-501","169021","boundary county","non-ec",0,1,0,0,1
"id","id-501","169023","butte county","non-ec",0,1,0,0,1
"id","id-501","169025","camas county","non-ec",0,1,0,0,1
"id","id-501","169027","canyon county","non-ec",0,1,0,0,1
"id","id-501","169029","caribou county","non-ec",0,1,0,0,1
"id","id-501","169031","cassia county","non-ec",0,1,0,0,1
"id","id-501","169033","clark county","non-ec",0,1,0,0,1
"id","id-501","169035","clearwater county","non-ec",0,1,0,0,1
"id","id-501","169037","custer county","non-ec",0,1,0,0,1
"id","id-501","169039","elmore county","non-ec",0,1,0,0,1
"id","id-501","169041","franklin county","non-ec",0,1,0,0,1
"id","id-501","169043","fremont county","non-ec",0,1,0,0,1
"id","id-501","169045","gem county","non-ec",0,1,0,0,1
"id","id-501","169047","gooding county","non-ec",0,1,0,0,1
"id","id-501","169049","idaho county","non-ec",0,1,0,0,1
"id","id-501","169051","jefferson county","non-ec",0,1,0,0,1
"id","id-501","169053","jerome county","non-ec",0,1,0,0,1
"id","id-501","169055","kootenai county","non-ec",0,1,0,0,1
"id","id-501","169057","latah county","non-ec",0,1,0,0,1
"id","id-501","169059","lemhi county","non-ec",0,1,0,0,1
"id","id-501","169061","lewis county","non-ec",0,1,0,0,1
"id","id-501","169063","lincoln county","non-ec",0,1,0,0,1
"id","id-501","169065","madison county","non-ec",0,1,0,0,1
"id","id-501","169067","minidoka county","non-ec",0,1,0,0,1
"id","id-501","169069","nez perce county","non-ec",0,1,0,0,1
"id","id-501","169071","oneida county","non-ec",0,1,0,0,1
"id","id-501","169073","owyhee county","non-ec",0,1,0,0,1
"id","id-501","169075","payette county","non-ec",0,1,0,0,1
"id","id-501","169077","power county","non-ec",0,1,0,0,1
"id","id-501","169079","shoshone county","non-ec",0,1,0,0,1
"id","id-501","169081","teton county","non-ec",0,1,0,0,1
"id","id-501","169083","twin falls county","non-ec",0,1,0,0,1
"id","id-501","169085","valley county","non-ec",0,1,0,0,1
"id","id-501","169087","washington county","non-ec",0,1,0,0,1
"il","il-500","179111","mchenry county","urban",0,1,0,1,0
"il","il-501","176000","rockford","metro",1,0,1,0,0
"il","il-501","171746","dekalb","metro",0,1,1,0,0
"il","il-501","179007","boone county","non-ec",0,1,0,0,1
"il","il-501","179037","dekalb county","non-ec",0,1,0,0,1
"il","il-501","179201","winnebago county","non-ec",0,1,0,0,1
"il","il-502","179097","lake county","urban",1,0,0,1,0
"il","il-502","175052","north chicago","metro",0,1,1,0,0
"il","il-502","177404","waukegan","metro",0,1,1,0,0
"il","il-503","171218","champaign","metro",0,1,1,0,0
"il","il-503","175808","rantoul","metro",0,1,1,0,0
"il","il-503","177122","urbana","urban",0,1,0,1,0
"il","il-503","179019","champaign county","non-ec",0,1,0,0,1
"il","il-504","179119","madison county","urban",1,0,0,1,0
"il","il-504","170126","alton city","metro",0,1,1,0,0
"il","il-504","172814","granite city","metro",0,1,1,0,0
"il","il-506","179197","will county","urban",1,0,0,1,0
"il","il-506","170690","bolingbrook","metro",0,1,1,0,0
"il","il-506","173480","joliet","metro",0,1,1,0,0
"il","il-506","179063","grundy county","non-ec",0,1,0,0,1
"il","il-506","179093","kendall county","non-ec",0,1,0,0,1
"il","il-507","175526","peoria","metro",1,0,1,0,0
"il","il-507","175520","pekin","metro",0,1,1,0,0
"il","il-507","179057","fulton county","non-ec",0,1,0,0,1
"il","il-507","179143","peoria county","non-ec",0,1,0,0,1
"il","il-507","179179","tazewell county","non-ec",0,1,0,0,1
"il","il-507","179203","woodford county","non-ec",0,1,0,0,1
"il","il-508","172022","east st louis","metro",1,0,1,0,0
"il","il-508","179163","st clair county","urban",1,0,0,1,0
"il","il-508","170522","belleville","metro",0,1,1,0,0
"il","il-510","171296","chicago","metro",1,0,1,0,0
"il","il-511","172238","evanston","metro",1,0,1,0,0
"il","il-511","171332","cicero","metro",1,0,1,0,0
"il","il-511","175154","oak park","metro",1,0,1,0,0
"il","il-511","179031","cook county","urban",1,0,0,1,0
"il","il-511","170222","arlington heights","metro",0,1,1,0,0
"il","il-511","170606","berwyn","metro",0,1,1,0,0
"il","il-511","171302","chicago heights","metro",0,1,1,0,0
"il","il-511","171776","des plaines","metro",0,1,1,0,0
"il","il-511","173228","hoffman estates","metro",0,1,1,0,0
"il","il-511","174734","mount prospect","metro",0,1,1,0,0
"il","il-511","175148","oak lawn","metro",0,1,1,0,0
"il","il-511","175364","palatine village","metro",0,1,1,0,0
"il","il-511","176300","schaumburg village","metro",0,1,1,0,0
"il","il-511","176498","skokie","metro",0,1,1,0,0
"il","il-512","170660","bloomington","metro",0,1,1,0,0
"il","il-512","171692","danville","metro",0,1,1,0,0
"il","il-512","173540","kankakee","metro",0,1,1,0,0
"il","il-512","175010","normal","metro",0,1,1,0,0
"il","il-512","179039","de witt county","non-ec",0,1,0,0,1
"il","il-512","179053","ford county","non-ec",0,1,0,0,1
"il","il-512","179075","iroquois county","non-ec",0,1,0,0,1
"il","il-512","179091","kankakee county","non-ec",0,1,0,0,1
"il","il-512","179105","livingston county","non-ec",0,1,0,0,1
"il","il-512","179107","logan county","non-ec",0,1,0,0,1
"il","il-512","179125","mason county","non-ec",0,1,0,0,1
"il","il-512","179113","mclean county","non-ec",0,1,0,0,1
"il","il-512","179129","menard county","non-ec",0,1,0,0,1
"il","il-512","179147","piatt county","non-ec",0,1,0,0,1
"il","il-512","179183","vermilion county","non-ec",0,1,0,0,1
"il","il-513","176648","springfield","metro",0,1,1,0,0
"il","il-513","179167","sangamon county","non-ec",0,1,0,0,1
"il","il-514","179043","dupage county","urban",1,0,0,1,0
"il","il-514","171878","downers grove","metro",0,1,1,0,0
"il","il-514","174806","naperville","metro",0,1,1,0,0
"il","il-514","177548","wheaton city","metro",0,1,1,0,0
"il","il-515","179013","calhoun county","non-ec",0,1,0,0,1
"il","il-515","179021","christian county","non-ec",0,1,0,0,1
"il","il-515","179023","clark county","non-ec",0,1,0,0,1
"il","il-515","179025","clay county","non-ec",0,1,0,0,1
"il","il-515","179029","coles county","non-ec",0,1,0,0,1
"il","il-515","179033","crawford county","non-ec",0,1,0,0,1
"il","il-515","179035","cumberland county","non-ec",0,1,0,0,1
"il","il-515","179041","douglas county","non-ec",0,1,0,0,1
"il","il-515","179045","edgar county","non-ec",0,1,0,0,1
"il","il-515","179049","effingham county","non-ec",0,1,0,0,1
"il","il-515","179051","fayette county","non-ec",0,1,0,0,1
"il","il-515","179061","greene county","non-ec",0,1,0,0,1
"il","il-515","179079","jasper county","non-ec",0,1,0,0,1
"il","il-515","179083","jersey county","non-ec",0,1,0,0,1
"il","il-515","179117","macoupin county","non-ec",0,1,0,0,1
"il","il-515","179135","montgomery county","non-ec",0,1,0,0,1
"il","il-515","179139","moultrie county","non-ec",0,1,0,0,1
"il","il-515","179173","shelby county","non-ec",0,1,0,0,1
"il","il-516","171716","decatur","metro",0,1,1,0,0
"il","il-516","179115","macon county","non-ec",0,1,0,0,1
"il","il-517","170342","aurora","metro",1,0,1,0,0
"il","il-517","172094","elgin","metro",0,1,1,0,0
"il","il-517","179089","kane county","urban",0,1,0,1,0
"il","il-518","174596","moline","metro",0,1,1,0,0
"il","il-518","176006","rock island","metro",0,1,1,0,0
"il","il-518","179011","bureau county","non-ec",0,1,0,0,1
"il","il-518","179015","carroll county","non-ec",0,1,0,0,1
"il","il-518","179073","henry county","non-ec",0,1,0,0,1
"il","il-518","179085","jo daviess county","non-ec",0,1,0,0,1
"il","il-518","179095","knox county","non-ec",0,1,0,0,1
"il","il-518","179099","lasalle county","non-ec",0,1,0,0,1
"il","il-518","179103","lee county","non-ec",0,1,0,0,1
"il","il-518","179123","marshall county","non-ec",0,1,0,0,1
"il","il-518","179131","mercer county","non-ec",0,1,0,0,1
"il","il-518","179141","ogle county","non-ec",0,1,0,0,1
"il","il-518","179155","putnam county","non-ec",0,1,0,0,1
"il","il-518","179161","rock island county","non-ec",0,1,0,0,1
"il","il-518","179175","stark county","non-ec",0,1,0,0,1
"il","il-518","179177","stephenson county","non-ec",0,1,0,0,1
"il","il-518","179195","whiteside county","non-ec",0,1,0,0,1
"il","il-519","179001","adams county","non-ec",0,1,0,0,1
"il","il-519","179009","brown county","non-ec",0,1,0,0,1
"il","il-519","179017","cass county","non-ec",0,1,0,0,1
"il","il-519","179067","hancock county","non-ec",0,1,0,0,1
"il","il-519","179071","henderson county","non-ec",0,1,0,0,1
"il","il-519","179109","mcdonough county","non-ec",0,1,0,0,1
"il","il-519","179137","morgan county","non-ec",0,1,0,0,1
"il","il-519","179149","pike county","non-ec",0,1,0,0,1
"il","il-519","179169","schuyler county","non-ec",0,1,0,0,1
"il","il-519","179171","scott county","non-ec",0,1,0,0,1
"il","il-519","179187","warren county","non-ec",0,1,0,0,1
"il","il-520","179003","alexander county","non-ec",0,1,0,0,1
"il","il-520","179005","bond county","non-ec",0,1,0,0,1
"il","il-520","179027","clinton county","non-ec",0,1,0,0,1
"il","il-520","179047","edwards county","non-ec",0,1,0,0,1
"il","il-520","179055","franklin county","non-ec",0,1,0,0,1
"il","il-520","179059","gallatin county","non-ec",0,1,0,0,1
"il","il-520","179065","hamilton county","non-ec",0,1,0,0,1
"il","il-520","179069","hardin county","non-ec",0,1,0,0,1
"il","il-520","179077","jackson county","non-ec",0,1,0,0,1
"il","il-520","179081","jefferson county","non-ec",0,1,0,0,1
"il","il-520","179087","johnson county","non-ec",0,1,0,0,1
"il","il-520","179101","lawrence county","non-ec",0,1,0,0,1
"il","il-520","179121","marion county","non-ec",0,1,0,0,1
"il","il-520","179127","massac county","non-ec",0,1,0,0,1
"il","il-520","179133","monroe county","non-ec",0,1,0,0,1
"il","il-520","179145","perry county","non-ec",0,1,0,0,1
"il","il-520","179151","pope county","non-ec",0,1,0,0,1
"il","il-520","179153","pulaski county","non-ec",0,1,0,0,1
"il","il-520","179157","randolph county","non-ec",0,1,0,0,1
"il","il-520","179159","richland county","non-ec",0,1,0,0,1
"il","il-520","179165","saline county","non-ec",0,1,0,0,1
"il","il-520","179181","union county","non-ec",0,1,0,0,1
"il","il-520","179185","wabash county","non-ec",0,1,0,0,1
"il","il-520","179189","washington county","non-ec",0,1,0,0,1
"il","il-520","179191","wayne county","non-ec",0,1,0,0,1
"il","il-520","179193","white county","non-ec",0,1,0,0,1
"il","il-520","179199","williamson county","non-ec",0,1,0,0,1
"in","in-502","180954","evansville","metro",1,0,1,0,0
"in","in-502","181014","fort wayne","metro",1,0,1,0,0
"in","in-502","181104","gary","metro",1,0,1,0,0
"in","in-502","182886","south bend","metro",1,0,1,0,0
"in","in-502","183042","terre haute","metro",1,0,1,0,0
"in","in-502","181272","hammond","metro",1,0,1,0,0
"in","in-502","180084","anderson","metro",0,1,1,0,0
"in","in-502","180246","bloomington","metro",0,1,1,0,0
"in","in-502","180450","carmel","metro",0,1,1,0,0
"in","in-502","180624","columbus","metro",0,1,1,0,0
"in","in-502","180846","east chicago","metro",0,1,1,0,0
"in","in-502","180912","elkhart","metro",0,1,1,0,0
"in","in-502","181158","goshen","metro",0,1,1,0,0
"in","in-502","181230","greenwood","metro",0,1,1,0,0
"in","in-502","181440","jeffersonville","metro",0,1,1,0,0
"in","in-502","181536","kokomo","metro",0,1,1,0,0
"in","in-502","181602","la porte","metro",0,1,1,0,0
"in","in-502","181566","lafayette","metro",0,1,1,0,0
"in","in-502","181884","michigan city","metro",0,1,1,0,0
"in","in-502","181950","mishawaka","metro",0,1,1,0,0
"in","in-502","182100","muncie","metro",0,1,1,0,0
"in","in-502","182130","new albany","metro",0,1,1,0,0
"in","in-502","183282","west lafayette","metro",0,1,1,0,0
"in","in-502","189057","hamilton county","urban",0,1,0,1,0
"in","in-502","189089","lake county","urban",0,1,0,1,0
"in","in-502","189001","adams county","non-ec",0,1,0,0,1
"in","in-502","189003","allen county","non-ec",0,1,0,0,1
"in","in-502","189005","bartholomew county","non-ec",0,1,0,0,1
"in","in-502","189007","benton county","non-ec",0,1,0,0,1
"in","in-502","189009","blackford county","non-ec",0,1,0,0,1
"in","in-502","189011","boone county","non-ec",0,1,0,0,1
"in","in-502","189013","brown county","non-ec",0,1,0,0,1
"in","in-502","189015","carroll county","non-ec",0,1,0,0,1
"in","in-502","189017","cass county","non-ec",0,1,0,0,1
"in","in-502","189019","clark county","non-ec",0,1,0,0,1
"in","in-502","189021","clay county","non-ec",0,1,0,0,1
"in","in-502","189023","clinton county","non-ec",0,1,0,0,1
"in","in-502","189025","crawford county","non-ec",0,1,0,0,1
"in","in-502","189027","daviess county","non-ec",0,1,0,0,1
"in","in-502","189029","dearborn county","non-ec",0,1,0,0,1
"in","in-502","189031","decatur county","non-ec",0,1,0,0,1
"in","in-502","189033","dekalb county","non-ec",0,1,0,0,1
"in","in-502","189035","delaware county","non-ec",0,1,0,0,1
"in","in-502","189037","dubois county","non-ec",0,1,0,0,1
"in","in-502","189039","elkhart county","non-ec",0,1,0,0,1
"in","in-502","189041","fayette county","non-ec",0,1,0,0,1
"in","in-502","189043","floyd county","non-ec",0,1,0,0,1
"in","in-502","189045","fountain county","non-ec",0,1,0,0,1
"in","in-502","189047","franklin county","non-ec",0,1,0,0,1
"in","in-502","189049","fulton county","non-ec",0,1,0,0,1
"in","in-502","189051","gibson county","non-ec",0,1,0,0,1
"in","in-502","189053","grant county","non-ec",0,1,0,0,1
"in","in-502","189055","greene county","non-ec",0,1,0,0,1
"in","in-502","189059","hancock county","non-ec",0,1,0,0,1
"in","in-502","189061","harrison county","non-ec",0,1,0,0,1
"in","in-502","189063","hendricks county","non-ec",0,1,0,0,1
"in","in-502","189065","henry county","non-ec",0,1,0,0,1
"in","in-502","189067","howard county","non-ec",0,1,0,0,1
"in","in-502","189069","huntington county","non-ec",0,1,0,0,1
"in","in-502","189071","jackson county","non-ec",0,1,0,0,1
"in","in-502","189073","jasper county","non-ec",0,1,0,0,1
"in","in-502","189075","jay county","non-ec",0,1,0,0,1
"in","in-502","189077","jefferson county","non-ec",0,1,0,0,1
"in","in-502","189079","jennings county","non-ec",0,1,0,0,1
"in","in-502","189081","johnson county","non-ec",0,1,0,0,1
"in","in-502","189083","knox county","non-ec",0,1,0,0,1
"in","in-502","189085","kosciusko county","non-ec",0,1,0,0,1
"in","in-502","189087","lagrange county","non-ec",0,1,0,0,1
"in","in-502","189091","laporte county","non-ec",0,1,0,0,1
"in","in-502","189093","lawrence county","non-ec",0,1,0,0,1
"in","in-502","189095","madison county","non-ec",0,1,0,0,1
"in","in-502","189099","marshall county","non-ec",0,1,0,0,1
"in","in-502","189101","martin county","non-ec",0,1,0,0,1
"in","in-502","189103","miami county","non-ec",0,1,0,0,1
"in","in-502","189105","monroe county","non-ec",0,1,0,0,1
"in","in-502","189107","montgomery county","non-ec",0,1,0,0,1
"in","in-502","189109","morgan county","non-ec",0,1,0,0,1
"in","in-502","189111","newton county","non-ec",0,1,0,0,1
"in","in-502","189113","noble county","non-ec",0,1,0,0,1
"in","in-502","189115","ohio county","non-ec",0,1,0,0,1
"in","in-502","189117","orange county","non-ec",0,1,0,0,1
"in","in-502","189119","owen county","non-ec",0,1,0,0,1
"in","in-502","189121","parke county","non-ec",0,1,0,0,1
"in","in-502","189123","perry county","non-ec",0,1,0,0,1
"in","in-502","189125","pike county","non-ec",0,1,0,0,1
"in","in-502","189127","porter county","non-ec",0,1,0,0,1
"in","in-502","189129","posey county","non-ec",0,1,0,0,1
"in","in-502","189131","pulaski county","non-ec",0,1,0,0,1
"in","in-502","189133","putnam county","non-ec",0,1,0,0,1
"in","in-502","189135","randolph county","non-ec",0,1,0,0,1
"in","in-502","189137","ripley county","non-ec",0,1,0,0,1
"in","in-502","189139","rush county","non-ec",0,1,0,0,1
"in","in-502","189143","scott county","non-ec",0,1,0,0,1
"in","in-502","189145","shelby county","non-ec",0,1,0,0,1
"in","in-502","189147","spencer county","non-ec",0,1,0,0,1
"in","in-502","189141","st joseph county","non-ec",0,1,0,0,1
"in","in-502","189149","starke county","non-ec",0,1,0,0,1
"in","in-502","189151","steuben county","non-ec",0,1,0,0,1
"in","in-502","189153","sullivan county","non-ec",0,1,0,0,1
"in","in-502","189155","switzerland county","non-ec",0,1,0,0,1
"in","in-502","189157","tippecanoe county","non-ec",0,1,0,0,1
"in","in-502","189159","tipton county","non-ec",0,1,0,0,1
"in","in-502","189161","union county","non-ec",0,1,0,0,1
"in","in-502","189163","vanderburgh county","non-ec",0,1,0,0,1
"in","in-502","189165","vermillion county","non-ec",0,1,0,0,1
"in","in-502","189167","vigo county","non-ec",0,1,0,0,1
"in","in-502","189169","wabash county","non-ec",0,1,0,0,1
"in","in-502","189171","warren county","non-ec",0,1,0,0,1
"in","in-502","189173","warrick county","non-ec",0,1,0,0,1
"in","in-502","189175","washington county","non-ec",0,1,0,0,1
"in","in-502","189177","wayne county","non-ec",0,1,0,0,1
"in","in-502","189179","wells county","non-ec",0,1,0,0,1
"in","in-502","189181","white county","non-ec",0,1,0,0,1
"in","in-502","189183","whitley county","non-ec",0,1,0,0,1
"in","in-503","181404","indianapolis","metro",1,0,1,0,0
"in","in-503","189097","marion county","non-ec",0,1,0,0,1
"ia","ia-500","194812","sioux city","metro",1,0,1,0,0
"ia","ia-500","319043","dakota county","non-ec",0,1,0,0,1
"ia","ia-500","199193","woodbury county","non-ec",0,1,0,0,1
"ia","ia-501","191254","davenport","metro",1,0,1,0,0
"ia","ia-501","190138","ames","metro",0,1,1,0,0
"ia","ia-501","190798","cedar falls","metro",0,1,1,0,0
"ia","ia-501","190804","cedar rapids","metro",0,1,1,0,0
"ia","ia-501","191464","dubuque","metro",0,1,1,0,0
"ia","ia-501","192466","iowa city","metro",0,1,1,0,0
"ia","ia-501","195394","waterloo","metro",0,1,1,0,0
"ia","ia-501","199001","adair county","non-ec",0,1,0,0,1
"ia","ia-501","199003","adams county","non-ec",0,1,0,0,1
"ia","ia-501","199005","allamakee county","non-ec",0,1,0,0,1
"ia","ia-501","199007","appanoose county","non-ec",0,1,0,0,1
"ia","ia-501","199009","audubon county","non-ec",0,1,0,0,1
"ia","ia-501","199011","benton county","non-ec",0,1,0,0,1
"ia","ia-501","199013","black hawk county","non-ec",0,1,0,0,1
"ia","ia-501","199015","boone county","non-ec",0,1,0,0,1
"ia","ia-501","199017","bremer county","non-ec",0,1,0,0,1
"ia","ia-501","199019","buchanan county","non-ec",0,1,0,0,1
"ia","ia-501","199021","buena vista county","non-ec",0,1,0,0,1
"ia","ia-501","199023","butler county","non-ec",0,1,0,0,1
"ia","ia-501","199025","calhoun county","non-ec",0,1,0,0,1
"ia","ia-501","199027","carroll county","non-ec",0,1,0,0,1
"ia","ia-501","199029","cass county","non-ec",0,1,0,0,1
"ia","ia-501","199031","cedar county","non-ec",0,1,0,0,1
"ia","ia-501","199033","cerro gordo county","non-ec",0,1,0,0,1
"ia","ia-501","199035","cherokee county","non-ec",0,1,0,0,1
"ia","ia-501","199037","chickasaw county","non-ec",0,1,0,0,1
"ia","ia-501","199039","clarke county","non-ec",0,1,0,0,1
"ia","ia-501","199041","clay county","non-ec",0,1,0,0,1
"ia","ia-501","199043","clayton county","non-ec",0,1,0,0,1
"ia","ia-501","199045","clinton county","non-ec",0,1,0,0,1
"ia","ia-501","199047","crawford county","non-ec",0,1,0,0,1
"ia","ia-501","199049","dallas county","non-ec",0,1,0,0,1
"ia","ia-501","199051","davis county","non-ec",0,1,0,0,1
"ia","ia-501","199053","decatur county","non-ec",0,1,0,0,1
"ia","ia-501","199055","delaware county","non-ec",0,1,0,0,1
"ia","ia-501","199057","des moines county","non-ec",0,1,0,0,1
"ia","ia-501","199059","dickinson county","non-ec",0,1,0,0,1
"ia","ia-501","199061","dubuque county","non-ec",0,1,0,0,1
"ia","ia-501","199063","emmet county","non-ec",0,1,0,0,1
"ia","ia-501","199065","fayette county","non-ec",0,1,0,0,1
"ia","ia-501","199067","floyd county","non-ec",0,1,0,0,1
"ia","ia-501","199069","franklin county","non-ec",0,1,0,0,1
"ia","ia-501","199071","fremont county","non-ec",0,1,0,0,1
"ia","ia-501","199073","greene county","non-ec",0,1,0,0,1
"ia","ia-501","199075","grundy county","non-ec",0,1,0,0,1
"ia","ia-501","199077","guthrie county","non-ec",0,1,0,0,1
"ia","ia-501","199079","hamilton county","non-ec",0,1,0,0,1
"ia","ia-501","199081","hancock county","non-ec",0,1,0,0,1
"ia","ia-501","199083","hardin county","non-ec",0,1,0,0,1
"ia","ia-501","199085","harrison county","non-ec",0,1,0,0,1
"ia","ia-501","199087","henry county","non-ec",0,1,0,0,1
"ia","ia-501","199089","howard county","non-ec",0,1,0,0,1
"ia","ia-501","199091","humboldt county","non-ec",0,1,0,0,1
"ia","ia-501","199093","ida county","non-ec",0,1,0,0,1
"ia","ia-501","199095","iowa county","non-ec",0,1,0,0,1
"ia","ia-501","199097","jackson county","non-ec",0,1,0,0,1
"ia","ia-501","199099","jasper county","non-ec",0,1,0,0,1
"ia","ia-501","199101","jefferson county","non-ec",0,1,0,0,1
"ia","ia-501","199103","johnson county","non-ec",0,1,0,0,1
"ia","ia-501","199105","jones county","non-ec",0,1,0,0,1
"ia","ia-501","199107","keokuk county","non-ec",0,1,0,0,1
"ia","ia-501","199109","kossuth county","non-ec",0,1,0,0,1
"ia","ia-501","199111","lee county","non-ec",0,1,0,0,1
"ia","ia-501","199113","linn county","non-ec",0,1,0,0,1
"ia","ia-501","199115","louisa county","non-ec",0,1,0,0,1
"ia","ia-501","199117","lucas county","non-ec",0,1,0,0,1
"ia","ia-501","199119","lyon county","non-ec",0,1,0,0,1
"ia","ia-501","199121","madison county","non-ec",0,1,0,0,1
"ia","ia-501","199123","mahaska county","non-ec",0,1,0,0,1
"ia","ia-501","199125","marion county","non-ec",0,1,0,0,1
"ia","ia-501","199127","marshall county","non-ec",0,1,0,0,1
"ia","ia-501","199129","mills county","non-ec",0,1,0,0,1
"ia","ia-501","199131","mitchell county","non-ec",0,1,0,0,1
"ia","ia-501","199133","monona county","non-ec",0,1,0,0,1
"ia","ia-501","199135","monroe county","non-ec",0,1,0,0,1
"ia","ia-501","199137","montgomery county","non-ec",0,1,0,0,1
"ia","ia-501","199139","muscatine county","non-ec",0,1,0,0,1
"ia","ia-501","199141","o'brien county","non-ec",0,1,0,0,1
"ia","ia-501","199143","osceola county","non-ec",0,1,0,0,1
"ia","ia-501","199145","page county","non-ec",0,1,0,0,1
"ia","ia-501","199147","palo alto county","non-ec",0,1,0,0,1
"ia","ia-501","199149","plymouth county","non-ec",0,1,0,0,1
"ia","ia-501","199151","pocahontas county","non-ec",0,1,0,0,1
"ia","ia-501","199157","poweshiek county","non-ec",0,1,0,0,1
"ia","ia-501","199159","ringgold county","non-ec",0,1,0,0,1
"ia","ia-501","199161","sac county","non-ec",0,1,0,0,1
"ia","ia-501","199163","scott county","non-ec",0,1,0,0,1
