"coc.state","coc.number","ec.geocode","ec.name","d.grantee.type","d.esg.coterm","d.esg.bounce","d.grantee.metro","d.grantee.urban","d.grantee.nonec"
"co","co-500","089003","alamosa county","non-ec",0,1,0,0,1
"co","co-500","089007","archuleta county","non-ec",0,1,0,0,1
"co","co-500","089009","baca county","non-ec",0,1,0,0,1
"co","co-500","089011","bent county","non-ec",0,1,0,0,1
"co","co-500","089015","chaffee county","non-ec",0,1,0,0,1
"co","co-500","089017","cheyenne county","non-ec",0,1,0,0,1
"co","co-500","089019","clear creek county","non-ec",0,1,0,0,1
"co","co-500","089021","conejos county","non-ec",0,1,0,0,1
"co","co-500","089023","costilla county","non-ec",0,1,0,0,1
"co","co-500","089025","crowley county","non-ec",0,1,0,0,1
"co","co-500","089027","custer county","non-ec",0,1,0,0,1
"co","co-500","089029","delta county","non-ec",0,1,0,0,1
"co","co-500","089033","dolores county","non-ec",0,1,0,0,1
"co","co-500","089037","eagle county","non-ec",0,1,0,0,1
"co","co-500","089039","elbert county","non-ec",0,1,0,0,1
"co","co-500","089043","fremont county","non-ec",0,1,0,0,1
"co","co-500","089045","garfield county","non-ec",0,1,0,0,1
"co","co-500","089047","gilpin county","non-ec",0,1,0,0,1
"co","co-500","089049","grand county","non-ec",0,1,0,0,1
"co","co-500","089051","gunnison county","non-ec",0,1,0,0,1
"co","co-500","089053","hinsdale county","non-ec",0,1,0,0,1
"co","co-500","089055","huerfano county","non-ec",0,1,0,0,1
"co","co-500","089057","jackson county","non-ec",0,1,0,0,1
"co","co-500","089061","kiowa county","non-ec",0,1,0,0,1
"co","co-500","089063","kit carson county","non-ec",0,1,0,0,1
"co","co-500","089067","la plata county","non-ec",0,1,0,0,1
"co","co-500","089065","lake county","non-ec",0,1,0,0,1
"co","co-500","089071","las animas county","non-ec",0,1,0,0,1
"co","co-500","089073","lincoln county","non-ec",0,1,0,0,1
"co","co-500","089075","logan county","non-ec",0,1,0,0,1
"co","co-500","089077","mesa county","non-ec",0,1,0,0,1
"co","co-500","089079","mineral county","non-ec",0,1,0,0,1
"co","co-500","089081","moffat county","non-ec",0,1,0,0,1
"co","co-500","089083","montezuma county","non-ec",0,1,0,0,1
"co","co-500","089085","montrose county","non-ec",0,1,0,0,1
"co","co-500","089087","morgan county","non-ec",0,1,0,0,1
"co","co-500","089089","otero county","non-ec",0,1,0,0,1
"co","co-500","089091","ouray county","non-ec",0,1,0,0,1
"co","co-500","089093","park county","non-ec",0,1,0,0,1
"co","co-500","089095","phillips county","non-ec",0,1,0,0,1
"co","co-500","089097","pitkin county","non-ec",0,1,0,0,1
"co","co-500","089099","prowers county","non-ec",0,1,0,0,1
"co","co-500","089101","pueblo county","non-ec",0,1,0,0,1
"co","co-500","089103","rio blanco county","non-ec",0,1,0,0,1
"co","co-500","089105","rio grande county","non-ec",0,1,0,0,1
"co","co-500","089107","routt county","non-ec",0,1,0,0,1
"co","co-500","089109","saguache county","non-ec",0,1,0,0,1
"co","co-500","089111","san juan county","non-ec",0,1,0,0,1
"co","co-500","089113","san miguel county","non-ec",0,1,0,0,1
"co","co-500","089115","sedgwick county","non-ec",0,1,0,0,1
"co","co-500","089117","summit county","non-ec",0,1,0,0,1
"co","co-500","089119","teller county","non-ec",0,1,0,0,1
"co","co-500","089121","washington county","non-ec",0,1,0,0,1
"co","co-500","089125","yuma county","non-ec",0,1,0,0,1
"co","co-503","080072","aurora","metro",1,0,1,0,0
"co","co-503","080390","denver","metro",1,0,1,0,0
"co","co-503","089001","adams county","urban",1,0,0,1,0
"co","co-503","080054","arvada","metro",0,1,1,0,0
"co","co-503","080144","boulder","metro",0,1,1,0,0
"co","co-503","080180","broomfield city/county","metro",0,1,1,0,0
"co","co-503","080228","castle rock","metro",0,1,1,0,0
"co","co-503","080238","centennial","metro",0,1,1,0,0
"co","co-503","080300","commerce city","metro",0,1,1,0,0
"co","co-503","080906","lakewood","metro",0,1,1,0,0
"co","co-503","080978","longmont","metro",0,1,1,0,0
"co","co-503","081524","thornton","metro",0,1,1,0,0
"co","co-503","081614","westminster","metro",0,1,1,0,0
"co","co-503","089005","arapahoe county","urban",0,1,0,1,0
"co","co-503","089059","jefferson county","urban",0,1,0,1,0
"co","co-503","089013","boulder county","non-ec",0,1,0,0,1
"co","co-503","089035","douglas county","non-ec",0,1,0,0,1
"co","co-504","080288","colorado springs","metro",1,0,1,0,0
"co","co-504","089041","el paso county","urban",0,1,0,1,0
"co","co-505","080552","fort collins","metro",0,1,1,0,0
"co","co-505","080690","greeley","metro",0,1,1,0,0
"co","co-505","080990","loveland","metro",0,1,1,0,0
"co","co-505","089123","weld county","urban",0,1,0,1,0
"co","co-505","089069","larimer county","non-ec",0,1,0,0,1
"ct","ct-503","090102","bridgeport","metro",1,0,1,0,0
"ct","ct-503","090258","danbury","metro",0,1,1,0,0
"ct","ct-503","090390","fairfield","metro",0,1,1,0,0
"ct","ct-503","090438","greenwich","metro",0,1,1,0,0
"ct","ct-503","090810","norwalk","metro",0,1,1,0,0
"ct","ct-503","091074","stamford","metro",0,1,1,0,0
"ct","ct-503","091104","stratford","metro",0,1,1,0,0
"ct","ct-503","099001","fairfield county","non-ec",0,1,0,0,1
"ct","ct-505","090492","hartford","metro",1,0,1,0,0
"ct","ct-505","090726","new haven","metro",1,0,1,0,0
"ct","ct-505","090696","new britain","metro",1,0,1,0,0
"ct","ct-505","091194","waterbury","metro",1,0,1,0,0
"ct","ct-505","090114","bristol","metro",0,1,1,0,0
"ct","ct-505","090336","east hartford","metro",0,1,1,0,0
"ct","ct-505","090480","hamden town","metro",0,1,1,0,0
"ct","ct-505","090594","manchester","metro",0,1,1,0,0
"ct","ct-505","090612","meriden","metro",0,1,1,0,0
"ct","ct-505","090630","middletown","metro",0,1,1,0,0
"ct","ct-505","090636","milford town","metro",0,1,1,0,0
"ct","ct-505","090738","new london","metro",0,1,1,0,0
"ct","ct-505","090816","norwich","metro",0,1,1,0,0
"ct","ct-505","091230","west hartford","metro",0,1,1,0,0
"ct","ct-505","091236","west haven","metro",0,1,1,0,0
"ct","ct-505","099003","hartford county","non-ec",0,1,0,0,1
"ct","ct-505","099005","litchfield county","non-ec",0,1,0,0,1
"ct","ct-505","099007","middlesex county","non-ec",0,1,0,0,1
"ct","ct-505","099009","new haven county","non-ec",0,1,0,0,1
"ct","ct-505","099011","new london county","non-ec",0,1,0,0,1
"ct","ct-505","099013","tolland county","non-ec",0,1,0,0,1
"ct","ct-505","099015","windham county","non-ec",0,1,0,0,1
"de","de-500","100336","wilmington","metro",1,0,1,0,0
"de","de-500","109003","new castle county","urban",1,0,0,1,0
"de","de-500","100090","dover","metro",0,1,1,0,0
"de","de-500","109001","kent county","non-ec",0,1,0,0,1
"de","de-500","109005","sussex county","non-ec",0,1,0,0,1
"dc","dc-500","110006","district of columbia","metro",1,0,1,0,0
"fl","fl-500","129081","manatee county","urban",1,0,0,1,0
"fl","fl-500","129115","sarasota county","urban",1,0,0,1,0
"fl","fl-500","120270","bradenton","metro",0,1,1,0,0
"fl","fl-500","122766","sarasota","metro",0,1,1,0,0
"fl","fl-501","123012","tampa","metro",1,0,1,0,0
"fl","fl-501","129057","hillsborough county","urban",1,0,0,1,0
"fl","fl-502","122724","st petersburg","metro",1,0,1,0,0
"fl","fl-502","129103","pinellas county","urban",1,0,0,1,0
"fl","fl-502","120492","clearwater","metro",0,1,1,0,0
"fl","fl-502","121710","largo","metro",0,1,1,0,0
"fl","fl-502","122502","pinellas park","metro",0,1,1,0,0
"fl","fl-503","129105","polk county","urban",1,0,0,1,0
"fl","fl-503","121662","lakeland","metro",0,1,1,0,0
"fl","fl-504","129127","volusia county","urban",1,0,0,1,0
"fl","fl-504","120690","daytona beach","metro",0,1,1,0,0
"fl","fl-504","120738","deltona","metro",0,1,1,0,0
"fl","fl-504","122374","palm coast","metro",0,1,1,0,0
"fl","fl-504","122568","port orange","metro",0,1,1,0,0
"fl","fl-504","129035","flagler county","non-ec",0,1,0,0,1
"fl","fl-505","120612","crestview","metro",0,1,1,0,0
"fl","fl-505","121008","fort walton beach","metro",0,1,1,0,0
"fl","fl-505","129091","okaloosa county","non-ec",0,1,0,0,1
"fl","fl-505","129131","walton county","non-ec",0,1,0,0,1
"fl","fl-506","123000","tallahassee","metro",1,0,1,0,0
"fl","fl-506","129037","franklin county","non-ec",0,1,0,0,1
"fl","fl-506","129039","gadsden county","non-ec",0,1,0,0,1
"fl","fl-506","129065","jefferson county","non-ec",0,1,0,0,1
"fl","fl-506","129073","leon county","non-ec",0,1,0,0,1
"fl","fl-506","129077","liberty county","non-ec",0,1,0,0,1
"fl","fl-506","129079","madison county","non-ec",0,1,0,0,1
"fl","fl-506","129123","taylor county","non-ec",0,1,0,0,1
"fl","fl-506","129129","wakulla county","non-ec",0,1,0,0,1
"fl","fl-507","122292","orlando","metro",1,0,1,0,0
"fl","fl-507","129095","orange county","urban",1,0,0,1,0
"fl","fl-507","129117","seminole county","urban",1,0,0,1,0
"fl","fl-507","121572","kissimmee","metro",0,1,1,0,0
"fl","fl-507","122754","sanford","metro",0,1,1,0,0
"fl","fl-507","122700","st cloud city","metro",0,1,1,0,0
"fl","fl-507","129097","osceola county","urban",0,1,0,1,0
"fl","fl-508","121038","gainesville","metro",0,1,1,0,0
"fl","fl-508","129001","alachua county","non-ec",0,1,0,0,1
"fl","fl-508","129007","bradford county","non-ec",0,1,0,0,1
"fl","fl-508","129041","gilchrist county","non-ec",0,1,0,0,1
"fl","fl-508","129075","levy county","non-ec",0,1,0,0,1
"fl","fl-508","129107","putnam county","non-ec",0,1,0,0,1
"fl","fl-509","120996","fort pierce","metro",0,1,1,0,0
"fl","fl-509","122586","port st lucie","metro",0,1,1,0,0
"fl","fl-509","122808","sebastian city","metro",0,1,1,0,0
"fl","fl-509","129061","indian river county","non-ec",0,1,0,0,1
"fl","fl-509","129085","martin county","non-ec",0,1,0,0,1
"fl","fl-509","129111","st lucie county","non-ec",0,1,0,0,1
"fl","fl-510","129031","duval county","urban",1,0,0,1,0
"fl","fl-510","129019","clay county","urban",0,1,0,1,0
"fl","fl-510","129089","nassau county","non-ec",0,1,0,0,1
"fl","fl-511","129033","escambia county","urban",1,0,0,1,0
"fl","fl-511","122466","pensacola","metro",0,1,1,0,0
"fl","fl-511","129113","santa rosa county","non-ec",0,1,0,0,1
"fl","fl-512","129109","st johns county","urban",0,1,0,1,0
"fl","fl-513","120516","cocoa","metro",0,1,1,0,0
"fl","fl-513","121926","melbourne","metro",0,1,1,0,0
"fl","fl-513","122358","palm bay","metro",0,1,1,0,0
"fl","fl-513","123048","titusville","metro",0,1,1,0,0
"fl","fl-513","129009","brevard county","urban",0,1,0,1,0
"fl","fl-514","129083","marion county","urban",1,0,0,1,0
"fl","fl-514","122214","ocala","metro",0,1,1,0,0
"fl","fl-515","122406","panama city","metro",0,1,1,0,0
"fl","fl-515","129005","bay county","non-ec",0,1,0,0,1
"fl","fl-515","129013","calhoun county","non-ec",0,1,0,0,1
"fl","fl-515","129045","gulf county","non-ec",0,1,0,0,1
"fl","fl-515","129059","holmes county","non-ec",0,1,0,0,1
"fl","fl-515","129063","jackson county","non-ec",0,1,0,0,1
"fl","fl-515","129133","washington county","non-ec",0,1,0,0,1
"fl","fl-517","129027","desoto county","non-ec",0,1,0,0,1
"fl","fl-517","129043","glades county","non-ec",0,1,0,0,1
"fl","fl-517","129049","hardee county","non-ec",0,1,0,0,1
"fl","fl-517","129051","hendry county","non-ec",0,1,0,0,1
"fl","fl-517","129055","highlands county","non-ec",0,1,0,0,1
"fl","fl-517","129093","okeechobee county","non-ec",0,1,0,0,1
"fl","fl-518","129023","columbia county","non-ec",0,1,0,0,1
"fl","fl-518","129047","hamilton county","non-ec",0,1,0,0,1
"fl","fl-518","129067","lafayette county","non-ec",0,1,0,0,1
"fl","fl-518","129121","suwannee county","non-ec",0,1,0,0,1
"fl","fl-519","129101","pasco county","urban",1,0,0,1,0
"fl","fl-520","129069","lake county","urban",0,1,0,1,0
"fl","fl-520","129017","citrus county","non-ec",0,1,0,0,1
"fl","fl-520","129053","hernando county","non-ec",0,1,0,0,1
"fl","fl-520","129119","sumter county","non-ec",0,1,0,0,1
"fl","fl-600","121968","miami","metro",1,0,1,0,0
"fl","fl-600","121974","miami beach","metro",1,0,1,0,0
"fl","fl-600","121236","hialeah","metro",1,0,1,0,0
"fl","fl-600","129086","miami-dade county","urban",1,0,0,1,0
"fl","fl-600","120748","doral city","metro",0,1,1,0,0
"fl","fl-600","121344","homestead city","metro",0,1,1,0,0
"fl","fl-600","121976","miami gardens city","metro",0,1,1,0,0
"fl","fl-600","122142","north miami","metro",0,1,1,0,0
"fl","fl-601","120954","ft lauderdale","metro",1,0,1,0,0
"fl","fl-601","129011","broward county","urban",1,0,0,1,0
"fl","fl-601","120534","coconut creek","metro",0,1,1,0,0
"fl","fl-601","120588","coral springs","metro",0,1,1,0,0
"fl","fl-601","120684","davie","metro",0,1,1,0,0
"fl","fl-601","120708","deerfield beach","metro",0,1,1,0,0
"fl","fl-601","121320","hollywood","metro",0,1,1,0,0
"fl","fl-601","121728","lauderhill","metro",0,1,1,0,0
"fl","fl-601","121878","margate","metro",0,1,1,0,0
"fl","fl-601","122022","miramar","metro",0,1,1,0,0
"fl","fl-601","122448","pembroke pines","metro",0,1,1,0,0
"fl","fl-601","122514","plantation","metro",0,1,1,0,0
"fl","fl-601","122538","pompano beach","metro",0,1,1,0,0
"fl","fl-601","122958","sunrise","metro",0,1,1,0,0
"fl","fl-601","123006","tamarac","metro",0,1,1,0,0
"fl","fl-601","123249","weston city","metro",0,1,1,0,0
"fl","fl-602","129015","charlotte county","non-ec",0,1,0,0,1
"fl","fl-603","129071","lee county","urban",1,0,0,1,0
"fl","fl-603","120402","cape coral","metro",0,1,1,0,0
"fl","fl-603","120966","ft myers","metro",0,1,1,0,0
"fl","fl-604","129087","monroe county","non-ec",0,1,0,0,1
"fl","fl-605","129099","palm beach county","urban",1,0,0,1,0
"fl","fl-605","120234","boca raton","metro",0,1,1,0,0
"fl","fl-605","120264","boynton beach","metro",0,1,1,0,0
"fl","fl-605","120732","delray beach","metro",0,1,1,0,0
"fl","fl-605","121512","jupiter","metro",0,1,1,0,0
"fl","fl-605","122370","palm beach gardens","metro",0,1,1,0,0
"fl","fl-605","123213","wellington","metro",0,1,1,0,0
"fl","fl-605","123252","west palm beach","metro",0,1,1,0,0
"fl","fl-606","129021","collier county","urban",1,0,0,1,0
"fl","fl-606","121874","marco island city","metro",0,1,1,0,0
"fl","fl-606","122064","naples","metro",0,1,1,0,0
"ga","ga-500","130174","atlanta","metro",1,0,1,0,0
"ga","ga-501","131968","macon-bibb county","metro",1,0,1,0,0
"ga","ga-501","139063","clayton county","urban",1,0,0,1,0
"ga","ga-501","139135","gwinnett county","urban",1,0,0,1,0
"ga","ga-501","130054","albany","metro",0,1,1,0,0
"ga","ga-501","130444","brunswick","metro",0,1,1,0,0
"ga","ga-501","130882","dalton","metro",0,1,1,0,0
"ga","ga-501","131314","gainesville","metro",0,1,1,0,0
"ga","ga-501","131566","hinesville","metro",0,1,1,0,0
"ga","ga-501","132814","rome","metro",0,1,1,0,0
"ga","ga-501","133354","valdosta","metro",0,1,1,0,0
"ga","ga-501","133432","warner robins","metro",0,1,1,0,0
"ga","ga-501","139057","cherokee county","urban",0,1,0,1,0
"ga","ga-501","139151","henry county","urban",0,1,0,1,0
"ga","ga-501","139001","appling county","non-ec",0,1,0,0,1
"ga","ga-501","139003","atkinson county","non-ec",0,1,0,0,1
"ga","ga-501","139005","bacon county","non-ec",0,1,0,0,1
"ga","ga-501","139007","baker county","non-ec",0,1,0,0,1
"ga","ga-501","139009","baldwin county","non-ec",0,1,0,0,1
"ga","ga-501","139011","banks county","non-ec",0,1,0,0,1
"ga","ga-501","139013","barrow county","non-ec",0,1,0,0,1
"ga","ga-501","139015","bartow county","non-ec",0,1,0,0,1
"ga","ga-501","139017","ben hill county","non-ec",0,1,0,0,1
"ga","ga-501","139019","berrien county","non-ec",0,1,0,0,1
"ga","ga-501","139023","bleckley county","non-ec",0,1,0,0,1
"ga","ga-501","139025","brantley county","non-ec",0,1,0,0,1
"ga","ga-501","139027","brooks county","non-ec",0,1,0,0,1
"ga","ga-501","139029","bryan county","non-ec",0,1,0,0,1
"ga","ga-501","139031","bulloch county","non-ec",0,1,0,0,1
"ga","ga-501","139033","burke county","non-ec",0,1,0,0,1
"ga","ga-501","139035","butts county","non-ec",0,1,0,0,1
"ga","ga-501","139037","calhoun county","non-ec",0,1,0,0,1
"ga","ga-501","139039","camden county","non-ec",0,1,0,0,1
"ga","ga-501","139043","candler county","non-ec",0,1,0,0,1
"ga","ga-501","139045","carroll county","non-ec",0,1,0,0,1
"ga","ga-501","139047","catoosa county","non-ec",0,1,0,0,1
"ga","ga-501","139049","charlton county","non-ec",0,1,0,0,1
"ga","ga-501","139053","chattahoochee county","non-ec",0,1,0,0,1
"ga","ga-501","139055","chattooga county","non-ec",0,1,0,0,1
"ga","ga-501","139061","clay county","non-ec",0,1,0,0,1
"ga","ga-501","139065","clinch county","non-ec",0,1,0,0,1
"ga","ga-501","139069","coffee county","non-ec",0,1,0,0,1
"ga","ga-501","139071","colquitt county","non-ec",0,1,0,0,1
"ga","ga-501","139073","columbia county","non-ec",0,1,0,0,1
"ga","ga-501","139075","cook county","non-ec",0,1,0,0,1
"ga","ga-501","139077","coweta county","non-ec",0,1,0,0,1
"ga","ga-501","139079","crawford county","non-ec",0,1,0,0,1
"ga","ga-501","139081","crisp county","non-ec",0,1,0,0,1
"ga","ga-501","139083","dade county","non-ec",0,1,0,0,1
"ga","ga-501","139085","dawson county","non-ec",0,1,0,0,1
"ga","ga-501","139087","decatur county","non-ec",0,1,0,0,1
"ga","ga-501","139091","dodge county","non-ec",0,1,0,0,1
"ga","ga-501","139093","dooly county","non-ec",0,1,0,0,1
"ga","ga-501","139095","dougherty county","non-ec",0,1,0,0,1
"ga","ga-501","139097","douglas county","non-ec",0,1,0,0,1
"ga","ga-501","139099","early county","non-ec",0,1,0,0,1
"ga","ga-501","139101","echols county","non-ec",0,1,0,0,1
"ga","ga-501","139103","effingham county","non-ec",0,1,0,0,1
"ga","ga-501","139105","elbert county","non-ec",0,1,0,0,1
"ga","ga-501","139107","emanuel county","non-ec",0,1,0,0,1
"ga","ga-501","139109","evans county","non-ec",0,1,0,0,1
"ga","ga-501","139111","fannin county","non-ec",0,1,0,0,1
"ga","ga-501","139113","fayette county","non-ec",0,1,0,0,1
"ga","ga-501","139115","floyd county","non-ec",0,1,0,0,1
"ga","ga-501","139117","forsyth county","non-ec",0,1,0,0,1
"ga","ga-501","139119","franklin county","non-ec",0,1,0,0,1
"ga","ga-501","139123","gilmer county","non-ec",0,1,0,0,1
"ga","ga-501","139125","glascock county","non-ec",0,1,0,0,1
"ga","ga-501","139127","glynn county","non-ec",0,1,0,0,1
"ga","ga-501","139129","gordon county","non-ec",0,1,0,0,1
"ga","ga-501","139131","grady county","non-ec",0,1,0,0,1
"ga","ga-501","139133","greene county","non-ec",0,1,0,0,1
"ga","ga-501","139137","habersham county","non-ec",0,1,0,0,1
"ga","ga-501","139139","hall county","non-ec",0,1,0,0,1
"ga","ga-501","139141","hancock county","non-ec",0,1,0,0,1
"ga","ga-501","139143","haralson county","non-ec",0,1,0,0,1
"ga","ga-501","139145","harris county","non-ec",0,1,0,0,1
"ga","ga-501","139147","hart county","non-ec",0,1,0,0,1
"ga","ga-501","139149","heard county","non-ec",0,1,0,0,1
"ga","ga-501","139153","houston county","non-ec",0,1,0,0,1
"ga","ga-501","139155","irwin county","non-ec",0,1,0,0,1
"ga","ga-501","139157","jackson county","non-ec",0,1,0,0,1
"ga","ga-501","139159","jasper county","non-ec",0,1,0,0,1
"ga","ga-501","139161","jeff davis county","non-ec",0,1,0,0,1
"ga","ga-501","139163","jefferson county","non-ec",0,1,0,0,1
"ga","ga-501","139165","jenkins county","non-ec",0,1,0,0,1
"ga","ga-501","139167","johnson county","non-ec",0,1,0,0,1
"ga","ga-501","139169","jones county","non-ec",0,1,0,0,1
"ga","ga-501","139171","lamar county","non-ec",0,1,0,0,1
"ga","ga-501","139173","lanier county","non-ec",0,1,0,0,1
"ga","ga-501","139175","laurens county","non-ec",0,1,0,0,1
"ga","ga-501","139177","lee county","non-ec",0,1,0,0,1
