"coc.number","year","beds_current","beds_new","beds_dev","beds_facility","beds_other","beds_voucher","coc.state","sample","beds_es","beds_th","beds_rrh","beds_sh","beds_psh","beds_total"
"ny-600",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",61056,5454,364,152,21813,88839
"ny-601",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",242,204,0,0,193,639
"ny-602",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",200,49,0,0,291,540
"ny-603",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",2318,559,0,0,2121,4998
"ny-604",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",1029,1367,154,0,1634,4184
"ny-606",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",102,55,0,0,68,258
"ny-607",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",10,0,0,9,54,73
"ny-608",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",77,47,0,0,169,293
"oh-500",2014,NA,NA,NA,NA,NA,NA,"oh","hic normal",603,348,980,0,2092,4183
"oh-501",2014,NA,NA,NA,NA,NA,NA,"oh","hic normal",586,333,161,12,1177,2269
"oh-502",2014,NA,NA,NA,NA,NA,NA,"oh","hic normal",1182,734,297,20,3822,6055
"oh-503",2014,NA,NA,NA,NA,NA,NA,"oh","hic normal",766,131,376,0,2235,3575
"oh-504",2014,NA,NA,NA,NA,NA,NA,"oh","hic normal",178,106,2,1,314,601
"oh-505",2014,NA,NA,NA,NA,NA,NA,"oh","hic normal",479,260,97,0,982,1868
"oh-506",2014,NA,NA,NA,NA,NA,NA,"oh","hic normal",268,387,203,10,463,1331
"oh-507",2014,NA,NA,NA,NA,NA,NA,"oh","hic normal",2347,1551,654,10,2647,7528
"oh-508",2014,NA,NA,NA,NA,NA,NA,"oh","hic normal",251,176,0,20,479,926
"ok-500",2014,NA,NA,NA,NA,NA,NA,"ok","hic normal",127,108,7,0,10,252
"ok-501",2014,NA,NA,NA,NA,NA,NA,"ok","hic normal",528,296,0,50,366,1240
"ok-502",2014,NA,NA,NA,NA,NA,NA,"ok","hic normal",1154,248,0,0,655,2057
"ok-503",2014,NA,NA,NA,NA,NA,NA,"ok","hic normal",134,45,0,0,34,213
"ok-504",2014,NA,NA,NA,NA,NA,NA,"ok","hic normal",48,35,0,0,164,247
"ok-505",2014,NA,NA,NA,NA,NA,NA,"ok","hic normal",404,45,10,0,75,544
"ok-506",2014,NA,NA,NA,NA,NA,NA,"ok","hic normal",236,71,0,0,9,316
"ok-507",2014,NA,NA,NA,NA,NA,NA,"ok","hic normal",331,20,15,0,79,445
"or-500",2014,NA,NA,NA,NA,NA,NA,"or","hic normal",394,324,26,0,468,1212
"or-501",2014,NA,NA,NA,NA,NA,NA,"or","hic normal",478,1429,399,0,3490,5902
"or-502",2014,NA,NA,NA,NA,NA,NA,"or","hic normal",305,205,52,0,352,914
"or-503",2014,NA,NA,NA,NA,NA,NA,"or","hic normal",144,236,0,0,114,494
"or-505",2014,NA,NA,NA,NA,NA,NA,"or","hic normal",1491,1543,96,0,617,3747
"or-506",2014,NA,NA,NA,NA,NA,NA,"or","hic normal",96,137,171,10,526,940
"or-507",2014,NA,NA,NA,NA,NA,NA,"or","hic normal",44,88,81,0,268,481
"pa-500",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",3644,1929,612,115,4602,11802
"pa-501",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",193,214,7,33,180,627
"pa-502",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",341,278,35,0,351,1005
"pa-503",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",81,149,25,0,315,570
"pa-504",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",192,240,38,0,209,679
"pa-505",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",300,401,183,8,625,2465
"pa-506",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",207,323,56,0,249,894
"pa-507",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",654,688,92,0,568,2002
"pa-508",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",51,183,5,4,83,326
"pa-509",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",419,488,85,0,637,1629
"pa-510",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",234,302,22,0,212,770
"pa-511",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",108,351,74,0,85,618
"pa-512",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",186,161,9,0,200,556
"pa-600",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",443,1023,117,75,1898,3616
"pa-601",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",356,410,61,47,542,1416
"pa-602",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",323,202,51,0,539,1115
"pa-603",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",72,55,0,0,123,250
"pa-605",2014,NA,NA,NA,NA,NA,NA,"pa","hic normal",249,190,0,0,444,991
"pr-502",2014,NA,NA,NA,NA,NA,NA,"pr","hic normal",292,888,26,22,1474,2702
"pr-503",2014,NA,NA,NA,NA,NA,NA,"pr","hic normal",297,398,17,65,514,1291
"ri-500",2014,NA,NA,NA,NA,NA,NA,"ri","hic normal",759,449,0,17,1493,2894
"sc-500",2014,NA,NA,NA,NA,NA,NA,"sc","hic normal",176,209,240,0,267,892
"sc-501",2014,NA,NA,NA,NA,NA,NA,"sc","hic normal",734,713,113,12,206,1863
"sc-502",2014,NA,NA,NA,NA,NA,NA,"sc","hic normal",512,611,0,0,766,1993
"sc-503",2014,NA,NA,NA,NA,NA,NA,"sc","hic normal",231,275,0,0,509,1015
"sd-500",2014,NA,NA,NA,NA,NA,NA,"sd","hic normal",1154,593,60,0,526,2404
"tn-500",2014,NA,NA,NA,NA,NA,NA,"tn","hic normal",167,128,0,0,523,818
"tn-501",2014,NA,NA,NA,NA,NA,NA,"tn","hic normal",483,1222,0,0,848,2553
"tn-502",2014,NA,NA,NA,NA,NA,NA,"tn","hic normal",465,335,118,0,489,1504
"tn-503",2014,NA,NA,NA,NA,NA,NA,"tn","hic normal",186,135,0,0,190,511
"tn-504",2014,NA,NA,NA,NA,NA,NA,"tn","hic normal",1169,842,48,16,1336,3411
"tn-506",2014,NA,NA,NA,NA,NA,NA,"tn","hic normal",216,104,0,0,137,457
"tn-507",2014,NA,NA,NA,NA,NA,NA,"tn","hic normal",205,62,114,8,265,654
"tn-509",2014,NA,NA,NA,NA,NA,NA,"tn","hic normal",398,159,23,0,473,1053
"tn-510",2014,NA,NA,NA,NA,NA,NA,"tn","hic normal",149,64,6,0,220,439
"tn-512",2014,NA,NA,NA,NA,NA,NA,"tn","hic normal",190,88,11,0,82,371
"tx-500",2014,NA,NA,NA,NA,NA,NA,"tx","hic normal",1218,1144,127,44,1427,5058
"tx-503",2014,NA,NA,NA,NA,NA,NA,"tx","hic normal",816,478,58,16,930,2433
"tx-600",2014,NA,NA,NA,NA,NA,NA,"tx","hic normal",2390,1539,139,25,2897,6990
"tx-601",2014,NA,NA,NA,NA,NA,NA,"tx","hic normal",1266,894,117,20,1666,4203
"tx-603",2014,NA,NA,NA,NA,NA,NA,"tx","hic normal",676,547,0,20,78,1321
"tx-604",2014,NA,NA,NA,NA,NA,NA,"tx","hic normal",109,132,2,3,92,338
"tx-607",2014,NA,NA,NA,NA,NA,NA,"tx","hic normal",4014,1649,440,0,1177,7280
"tx-611",2014,NA,NA,NA,NA,NA,NA,"tx","hic normal",543,69,0,0,157,769
"tx-624",2014,NA,NA,NA,NA,NA,NA,"tx","hic normal",372,36,0,0,17,425
"tx-700",2014,NA,NA,NA,NA,NA,NA,"tx","hic normal",1142,2548,488,25,3676,7879
"tx-701",2014,NA,NA,NA,NA,NA,NA,"tx","hic normal",151,70,0,0,0,221
"tx-703",2014,NA,NA,NA,NA,NA,NA,"tx","hic normal",245,242,0,0,92,579
"ut-500",2014,NA,NA,NA,NA,NA,NA,"ut","hic normal",969,743,505,49,1868,4134
"ut-503",2014,NA,NA,NA,NA,NA,NA,"ut","hic normal",486,352,95,0,195,1128
"ut-504",2014,NA,NA,NA,NA,NA,NA,"ut","hic normal",80,61,57,0,201,405
"va-500",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",302,419,766,16,914,2417
"va-501",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",315,176,243,0,628,1390
"va-502",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",469,84,0,0,76,629
"va-503",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",124,221,0,0,265,624
"va-504",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",92,74,23,0,73,262
"va-505",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",309,124,86,22,436,1065
"va-507",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",67,68,0,0,168,303
"va-508",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",138,113,39,0,47,337
"va-513",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",281,0,110,0,37,428
"va-514",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",116,38,111,0,63,328
"va-521",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",629,132,213,0,107,1081
"va-600",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",126,64,106,6,142,444
"va-601",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",408,540,204,8,476,1644
"va-602",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",95,91,30,0,2,218
"va-603",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",162,83,18,12,37,312
"va-604",2014,NA,NA,NA,NA,NA,NA,"va","hic normal",183,167,113,0,111,574
"vi-500",2014,NA,NA,NA,NA,NA,NA,"vi","hic normal",84,43,0,0,22,149
"vt-500",2014,NA,NA,NA,NA,NA,NA,"vt","hic normal",302,275,128,6,391,1102
"vt-501",2014,NA,NA,NA,NA,NA,NA,"vt","hic normal",351,106,10,0,207,674
"wa-500",2014,NA,NA,NA,NA,NA,NA,"wa","hic normal",2754,3865,78,45,4687,11429
"wa-501",2014,NA,NA,NA,NA,NA,NA,"wa","hic normal",2300,1747,2224,0,1457,8171
"wa-502",2014,NA,NA,NA,NA,NA,NA,"wa","hic normal",705,650,225,0,610,2267
"wa-503",2014,NA,NA,NA,NA,NA,NA,"wa","hic normal",513,566,305,0,654,2038
"wa-504",2014,NA,NA,NA,NA,NA,NA,"wa","hic normal",384,223,168,0,1037,1812
"wa-507",2014,NA,NA,NA,NA,NA,NA,"wa","hic normal",392,273,0,0,274,939
"wa-508",2014,NA,NA,NA,NA,NA,NA,"wa","hic normal",161,308,178,0,327,974
"wi-500",2014,NA,NA,NA,NA,NA,NA,"wi","hic normal",2191,1839,178,7,448,4663
"wi-501",2014,NA,NA,NA,NA,NA,NA,"wi","hic normal",725,786,26,43,1271,2851
"wi-502",2014,NA,NA,NA,NA,NA,NA,"wi","hic normal",193,104,9,0,130,436
"wi-503",2014,NA,NA,NA,NA,NA,NA,"wi","hic normal",327,275,192,14,826,1647
"wv-500",2014,NA,NA,NA,NA,NA,NA,"wv","hic normal",77,40,1,0,18,136
"wv-501",2014,NA,NA,NA,NA,NA,NA,"wv","hic normal",180,68,4,13,403,776
"wv-503",2014,NA,NA,NA,NA,NA,NA,"wv","hic normal",302,128,2,0,178,610
"wv-508",2014,NA,NA,NA,NA,NA,NA,"wv","hic normal",804,353,66,0,620,1843
"wy-500",2014,NA,NA,NA,NA,NA,NA,"wy","hic normal",445,370,67,0,236,1118
"ak-501",2015,NA,NA,NA,NA,NA,NA,"ak","hic normal",581,260,7,0,284,1132
"al-500",2015,NA,NA,NA,NA,NA,NA,"al","hic normal",406,614,585,34,1686,3359
"al-501",2015,NA,NA,NA,NA,NA,NA,"al","hic normal",359,125,75,0,208,767
"al-502",2015,NA,NA,NA,NA,NA,NA,"al","hic normal",70,194,0,0,58,322
"al-503",2015,NA,NA,NA,NA,NA,NA,"al","hic normal",498,34,49,0,241,822
"al-504",2015,NA,NA,NA,NA,NA,NA,"al","hic normal",153,261,11,0,471,918
"al-505",2015,NA,NA,NA,NA,NA,NA,"al","hic normal",89,9,0,0,16,114
"al-506",2015,NA,NA,NA,NA,NA,NA,"al","hic normal",16,182,0,0,258,456
"al-507",2015,NA,NA,NA,NA,NA,NA,"al","hic normal",277,292,0,0,57,780
"ar-500",2015,NA,NA,NA,NA,NA,NA,"ar","hic normal",464,341,50,0,555,1738
"ar-501",2015,NA,NA,NA,NA,NA,NA,"ar","hic normal",269,213,74,0,98,654
"ar-503",2015,NA,NA,NA,NA,NA,NA,"ar","hic normal",464,136,0,0,39,639
"ar-504",2015,NA,NA,NA,NA,NA,NA,"ar","hic normal",154,24,0,0,0,178
"ar-505",2015,NA,NA,NA,NA,NA,NA,"ar","hic normal",190,24,0,0,16,230
"ar-508",2015,NA,NA,NA,NA,NA,NA,"ar","hic normal",153,21,0,0,0,174
"ar-512",2015,NA,NA,NA,NA,NA,NA,"ar","hic normal",33,0,0,0,0,33
"az-500",2015,NA,NA,NA,NA,NA,NA,"az","hic normal",926,256,380,0,409,2601
"az-501",2015,NA,NA,NA,NA,NA,NA,"az","hic normal",676,1258,291,15,1753,3993
"az-502",2015,NA,NA,NA,NA,NA,NA,"az","hic normal",2090,2227,585,25,4627,10533
"ca-500",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",622,1374,6,10,2794,4806
"ca-501",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",2038,465,753,19,7051,10326
"ca-502",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",852,931,303,0,2594,4680
"ca-503",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",665,899,358,0,2787,4709
"ca-504",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",558,460,52,0,979,2049
"ca-505",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",527,354,140,0,870,1891
"ca-506",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",324,565,39,0,376,1304
"ca-507",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",184,228,70,0,478,960
"ca-508",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",353,247,131,0,409,1140
"ca-509",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",66,56,0,0,372,508
"ca-510",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",285,284,54,0,422,1045
"ca-511",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",711,760,5,0,635,2111
"ca-512",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",321,477,94,0,689,1581
"ca-513",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",237,322,63,0,229,851
"ca-514",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",372,460,16,24,1039,1911
"ca-515",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",240,191,53,0,217,701
"ca-516",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",261,195,0,0,34,500
"ca-517",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",103,62,23,0,49,237
"ca-518",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",142,239,0,0,104,485
"ca-519",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",228,104,0,0,130,462
"ca-520",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",104,120,63,0,78,365
"ca-521",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",100,178,7,0,89,374
"ca-522",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",36,184,33,0,89,342
"ca-523",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",37,44,0,0,0,81
"ca-524",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",162,190,0,0,0,352
"ca-525",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",54,79,0,0,0,133
"ca-526",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",103,92,91,0,21,308
"ca-527",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",24,61,0,0,0,85
"ca-529",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",48,13,0,0,0,61
"ca-600",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",6855,7299,2372,25,15925,33623
"ca-601",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",763,3783,158,59,3196,8264
"ca-602",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",459,1578,1048,0,2300,5503
"ca-603",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",408,311,54,0,648,1421
"ca-604",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",458,230,92,0,1574,2369
"ca-606",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",258,477,121,25,968,1984
"ca-607",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",130,101,0,0,269,500
"ca-608",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",720,577,120,0,1018,2435
"ca-609",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",395,468,228,0,1087,2178
"ca-611",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",129,282,91,10,335,847
"ca-612",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",48,40,0,0,152,240
"ca-613",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",127,54,0,0,0,181
"ca-614",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",344,55,35,0,214,648
"ca-615",2015,NA,NA,NA,NA,NA,NA,"ca","hic normal",6,11,0,0,0,17
"co-500",2015,NA,NA,NA,NA,NA,NA,"co","hic normal",1012,1168,30,0,697,2917
"co-503",2015,NA,NA,NA,NA,NA,NA,"co","hic normal",1963,2849,445,25,2129,7438
"co-504",2015,NA,NA,NA,NA,NA,NA,"co","hic normal",288,348,347,0,508,1491
"ct-502",2015,NA,NA,NA,NA,NA,NA,"ct","hic normal",352,316,3,0,944,1624
"ct-503",2015,NA,NA,NA,NA,NA,NA,"ct","hic normal",557,255,13,0,1315,2248
"ct-505",2015,NA,NA,NA,NA,NA,NA,"ct","hic normal",1386,533,273,0,3957,6149
"dc-500",2015,NA,NA,NA,NA,NA,NA,"dc","hic normal",4843,2120,2859,0,5679,15563
"de-500",2015,NA,NA,NA,NA,NA,NA,"de","hic normal",588,558,176,0,727,2049
"fl-500",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",444,354,48,0,275,1121
"fl-501",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",735,557,347,10,1437,3162
"fl-502",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",1535,927,408,45,1200,4115
"fl-503",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",222,290,0,0,148,660
"fl-504",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",153,410,170,0,426,1159
"fl-505",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",141,148,0,0,97,386
"fl-506",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",366,228,0,0,382,1152
"fl-507",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",978,1177,217,0,1377,3949
"fl-508",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",213,189,48,0,666,1116
"fl-509",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",136,137,0,0,308,581
"fl-510",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",932,694,325,0,1027,3588
"fl-511",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",287,489,0,0,312,1088
"fl-512",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",90,175,110,0,96,471
"fl-513",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",103,762,80,0,76,1097
"fl-514",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",218,151,50,0,127,546
"fl-515",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",58,156,20,0,50,284
"fl-517",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",126,149,0,0,54,329
"fl-518",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",42,45,6,0,67,160
"fl-519",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",106,74,138,0,150,468
"fl-520",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",219,108,8,0,64,401
"fl-600",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",1738,1788,381,28,4188,8123
"fl-601",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",820,1101,432,35,1749,4588
"fl-602",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",74,122,0,4,23,299
"fl-603",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",254,85,54,0,401,794
"fl-604",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",268,152,0,0,201,637
"fl-605",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",415,339,84,16,1349,2203
"fl-606",2015,NA,NA,NA,NA,NA,NA,"fl","hic normal",218,190,0,0,21,429
"ga-500",2015,NA,NA,NA,NA,NA,NA,"ga","hic normal",1643,1966,197,0,2247,6053
"ga-501",2015,NA,NA,NA,NA,NA,NA,"ga","hic normal",1603,1255,587,0,2259,5704
"ga-502",2015,NA,NA,NA,NA,NA,NA,"ga","hic normal",126,296,0,0,509,974
"ga-503",2015,NA,NA,NA,NA,NA,NA,"ga","hic normal",105,9,69,0,153,336
"ga-504",2015,NA,NA,NA,NA,NA,NA,"ga","hic normal",205,161,0,0,170,536
"ga-505",2015,NA,NA,NA,NA,NA,NA,"ga","hic normal",214,44,0,0,141,427
"ga-506",2015,NA,NA,NA,NA,NA,NA,"ga","hic normal",107,241,51,0,414,813
"ga-507",2015,NA,NA,NA,NA,NA,NA,"ga","hic normal",298,361,0,0,713,1372
"ga-508",2015,NA,NA,NA,NA,NA,NA,"ga","hic normal",115,470,44,0,1713,2342
"gu-500",2015,NA,NA,NA,NA,NA,NA,"gu","hic normal",132,22,0,0,104,258
"hi-500",2015,NA,NA,NA,NA,NA,NA,"hi","hic normal",294,582,54,0,384,1314
"hi-501",2015,NA,NA,NA,NA,NA,NA,"hi","hic normal",1110,2352,0,25,921,4408
"ia-500",2015,NA,NA,NA,NA,NA,NA,"ia","hic normal",154,186,0,0,83,423
"ia-501",2015,NA,NA,NA,NA,NA,NA,"ia","hic normal",1046,1381,170,0,370,3048
"ia-502",2015,NA,NA,NA,NA,NA,NA,"ia","hic normal",415,424,101,0,569,1669
"id-500",2015,NA,NA,NA,NA,NA,NA,"id","hic normal",454,326,132,0,356,1268
"id-501",2015,NA,NA,NA,NA,NA,NA,"id","hic normal",485,594,174,0,498,1751
"il-500",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",47,115,30,0,28,280
"il-501",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",239,155,0,0,384,780
"il-502",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",150,186,0,0,246,582
"il-503",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",10,175,0,0,79,264
"il-504",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",104,124,0,0,153,381
"il-506",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",175,144,0,0,397,716
"il-507",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",382,174,4,0,234,794
"il-508",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",75,135,0,0,248,458
"il-509",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",74,15,3,0,112,204
"il-510",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",1632,3717,611,41,7959,14165
"il-511",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",206,415,274,15,1104,2019
"il-512",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",378,140,0,24,88,630
"il-513",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",145,162,0,0,147,454
"il-514",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",176,490,25,0,332,1023
"il-515",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",104,82,0,0,41,227
"il-516",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",124,195,0,0,115,434
"il-517",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",316,88,29,0,121,554
"il-518",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",220,179,0,0,51,450
"il-519",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",81,125,0,0,107,313
"il-520",2015,NA,NA,NA,NA,NA,NA,"il","hic normal",280,161,0,0,216,657
"in-500",2015,NA,NA,NA,NA,NA,NA,"in","hic normal",160,350,0,0,221,731
"in-502",2015,NA,NA,NA,NA,NA,NA,"in","hic normal",2647,1592,953,25,1838,7089
"in-503",2015,NA,NA,NA,NA,NA,NA,"in","hic normal",908,804,295,25,1112,3242
"ks-501",2015,NA,NA,NA,NA,NA,NA,"ks","hic normal",51,181,23,0,136,391
"ks-502",2015,NA,NA,NA,NA,NA,NA,"ks","hic normal",366,128,2,20,551,1067
"ks-503",2015,NA,NA,NA,NA,NA,NA,"ks","hic normal",330,78,0,0,400,808
"ks-505",2015,NA,NA,NA,NA,NA,NA,"ks","hic normal",118,71,34,0,26,261
"ks-507",2015,NA,NA,NA,NA,NA,NA,"ks","hic normal",979,657,127,0,287,2050
"ky-500",2015,NA,NA,NA,NA,NA,NA,"ky","hic normal",1137,638,83,0,1062,2920
"ky-501",2015,NA,NA,NA,NA,NA,NA,"ky","hic normal",549,513,62,0,1687,2909
"ky-502",2015,NA,NA,NA,NA,NA,NA,"ky","hic normal",634,616,67,0,598,1915
"la-500",2015,NA,NA,NA,NA,NA,NA,"la","hic normal",188,208,5,0,180,608
"la-502",2015,NA,NA,NA,NA,NA,NA,"la","hic normal",431,87,138,32,350,1038
"la-503",2015,NA,NA,NA,NA,NA,NA,"la","hic normal",569,619,310,10,2668,4374
"la-504",2015,NA,NA,NA,NA,NA,NA,"la","hic normal",253,538,26,0,356,1173
"la-505",2015,NA,NA,NA,NA,NA,NA,"la","hic normal",74,216,91,0,120,501
"la-506",2015,NA,NA,NA,NA,NA,NA,"la","hic normal",95,167,28,0,361,651
"la-507",2015,NA,NA,NA,NA,NA,NA,"la","hic normal",97,70,5,0,236,408
"la-508",2015,NA,NA,NA,NA,NA,NA,"la","hic normal",85,98,13,0,264,460
"la-509",2015,NA,NA,NA,NA,NA,NA,"la","hic normal",139,52,0,0,99,290
"ma-500",2015,NA,NA,NA,NA,NA,NA,"ma","hic normal",5181,1156,85,27,5093,12972
"ma-502",2015,NA,NA,NA,NA,NA,NA,"ma","hic normal",438,97,0,0,277,812
"ma-503",2015,NA,NA,NA,NA,NA,NA,"ma","hic normal",250,57,71,0,238,641
"ma-504",2015,NA,NA,NA,NA,NA,NA,"ma","hic normal",1922,214,1954,7,782,4952
"ma-505",2015,NA,NA,NA,NA,NA,NA,"ma","hic normal",179,274,0,0,308,761
"ma-506",2015,NA,NA,NA,NA,NA,NA,"ma","hic normal",896,496,218,13,912,2535
"ma-507",2015,NA,NA,NA,NA,NA,NA,"ma","hic normal",201,348,14,0,492,1114
"ma-508",2015,NA,NA,NA,NA,NA,NA,"ma","hic normal",433,122,0,0,36,661
"ma-509",2015,NA,NA,NA,NA,NA,NA,"ma","hic normal",281,169,15,0,561,1026
"ma-510",2015,NA,NA,NA,NA,NA,NA,"ma","hic normal",1399,120,0,6,482,2018
"ma-511",2015,NA,NA,NA,NA,NA,NA,"ma","hic normal",919,59,56,0,720,1754
"ma-515",2015,NA,NA,NA,NA,NA,NA,"ma","hic normal",316,94,0,0,165,575
"ma-516",2015,NA,NA,NA,NA,NA,NA,"ma","hic normal",1157,261,0,0,687,2387
"ma-517",2015,NA,NA,NA,NA,NA,NA,"ma","hic normal",107,72,0,0,95,314
"ma-518",2015,NA,NA,NA,NA,NA,NA,"ma","hic normal",112,81,0,0,150,359
